ENTREZID,SYMBOL,GENETITLE,CHR_Mapping,BP_Mapping
100287896,LOC100287896,uncharacterized LOC100287896,11,74495959
10714,POLD3,"DNA polymerase delta 3, accessory subunit",11,74617813
25884,CHRDL2,chordin like 2,11,74708556
143570,XRRA1,X-ray radiation resistance associated 1,11,74895048
9789,SPCS2,signal peptidase complex subunit 2,11,74964139
10825,NEU3,neuraminidase 3,11,74998301
11309,SLCO2B1,solute carrier organic anion transporter family member 2B1,11,75180896
100507050,TPBGL,trophoblast glycoprotein-like,11,75242304
408,ARRB1,arrestin beta 1,11,75305976
6188,RPS3,ribosomal protein S3,11,75407049
283212,KLHL35,kelch like family member 35,11,75426511
81544,GDPD5,glycerophosphodiester phosphodiesterase domain containing 5,11,75480097
871,SERPINH1,serpin family H member 1,11,75567430
4135,MAP6,microtubule associated protein 6,11,75631661
80168,MOGAT2,monoacylglycerol O-acyltransferase 2,11,75725388
283214,LOC283214,uncharacterized LOC283214,11,75763551
84649,DGAT2,diacylglycerol O-acyltransferase 2,11,75785134
7405,UVRAG,UV radiation resistance associated,11,75979702
7481,WNT11,Wnt family member 11,11,76196428
5612,THAP12,THAP domain containing 12,11,76365461
100506127,LOC100506127,putative uncharacterized protein FLJ37770-like,11,76392205
56946,EMSY,"EMSY, BRCA2 interacting transcriptional repressor",11,76498962
2615,LRRC32,leucine rich repeat containing 32,11,76663948
101928837,LOC101928837,uncharacterized LOC101928837,11,76782821
25987,TSKU,"tsukushi, small leucine rich proteoglycan",11,76791758
55331,ACER3,alkaline ceramidase 3,11,76943835
192134,B3GNT6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",11,77038149
726,CAPN5,calpain 5,11,77096548
4975,OMP,olfactory marker protein,11,77103085
4647,MYO7A,myosin VIIA,11,77166712
5058,PAK1,p21 (RAC1) activated kinase 1,11,77398039
282679,AQP11,aquaporin 11,11,77599995
1207,CLNS1A,chloride nucleotide-sensitive channel 1A,11,77627575
51773,RSF1,remodeling and spacing factor 1,11,77743531
28971,AAMDC,adipogenesis associated Mth938 domain containing,11,77853841
92105,INTS4,integrator complex subunit 4,11,77936695
7069,THRSP,thyroid hormone responsive,11,78066109
79053,ALG8,"ALG8, alpha-1,3-glucosyltransferase",11,78120297
283219,KCTD21,potassium channel tetramerization domain containing 21,11,78179936
57558,USP35,ubiquitin specific peptidase 35,11,78201761
9846,GAB2,GRB2 associated binding protein 2,11,78297570
101928865,LOC101928865,uncharacterized LOC101928865,11,78426909
79731,NARS2,"asparaginyl-tRNA synthetase 2, mitochondrial (putative)",11,78505412
101928896,LOC101928896,uncharacterized LOC101928896,11,78545870
26011,TENM4,teneurin transmembrane protein 4,11,79046967
101928989,MIR4300HG,MIR4300 host gene,11,82141882
220382,FAM181B,family with sequence similarity 181 member B,11,82732934
5547,PRCP,prolylcarboxypeptidase,11,82862056
220042,DDIAS,DNA damage induced apoptosis suppressor,11,82918176
27314,RAB30,"RAB30, member RAS oncogene family",11,83016225
100506233,RAB30-AS1,RAB30 antisense RNA 1 (head to head),11,83072889
51585,PCF11,PCF11 cleavage and polyadenylation factor subunit,11,83171444
60492,CCDC90B,coiled-coil domain containing 90B,11,83272750
1740,DLG2,discs large MAGUK scaffold protein 2,11,84009880
55863,TMEM126B,transmembrane protein 126B,11,85632556
84233,TMEM126A,transmembrane protein 126A,11,85652236
58487,CREBZF,CREB/ATF bZIP transcription factor,11,85661351
220388,CCDC89,coiled-coil domain containing 89,11,85685060
54843,SYTL2,synaptotagmin like 2,11,85723080
220047,CCDC83,coiled-coil domain containing 83,11,85887560
8301,PICALM,phosphatidylinositol binding clathrin assembly protein,11,86013330
8726,EED,embryonic ectoderm development,11,86261597
51501,HIKESHI,"Hikeshi, heat shock protein nuclear import factor",11,86324081
60494,CCDC81,coiled-coil domain containing 81,11,86398922
10873,ME3,malic enzyme 3,11,86556757
11098,PRSS23,"protease, serine 23",11,86838120
8587,OR7E2P,olfactory receptor family 7 subfamily E member 2 pseudogene,11,86857442
8322,FZD4,frizzled class receptor 4,11,86950536
100506368,LOC100506368,uncharacterized LOC100506368,11,86978284
65084,TMEM135,transmembrane protein 135,11,87183339
23682,RAB38,"RAB38, member RAS oncogene family",11,88144357
1075,CTSC,cathepsin C,11,88322494
2915,GRM5,glutamate metabotropic receptor 5,11,88780225
7299,TYR,tyrosinase,11,89236815
50507,NOX4,NADPH oxidase 4,11,89429775
219595,FOLH1B,folate hydrolase 1B,11,89679007
10003,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2,11,90163630
26973,CHORDC1,cysteine and histidine rich domain containing 1,11,90211897
120114,FAT3,FAT atypical cadherin 3,11,92624282
4544,MTNR1B,melatonin receptor 1B,11,92976202
120103,SLC36A4,solute carrier family 36 member 4,11,93170943
159989,DEUP1,deuterosome assembly protein 1,11,93384594
56935,SMCO4,single-pass membrane protein with coiled-coil domains 4,11,93510926
85459,CEP295,centrosomal protein 295,11,93696003
79101,TAF1D,"TATA-box binding protein associated factor, RNA polymerase I subunit D",11,93738734
28970,C11orf54,chromosome 11 open reading frame 54,11,93752348
9440,MED17,mediator complex subunit 17,11,93798784
24145,PANX1,pannexin 1,11,94155449
10888,GPR83,G protein-coupled receptor 83,11,94389366
4361,MRE11A,"MRE11 homolog A, double strand break repair nuclease",11,94455596
54851,ANKRD49,ankyrin repeat domain 49,11,94496782
643037,C11orf97,chromosome 11 open reading frame 97,11,94522326
2526,FUT4,fucosyltransferase 4,11,94546874
143689,PIWIL4,piwi like RNA-mediated gene silencing 4,11,94594364
154810,AMOTL1,angiomotin like 1,11,94822547
51503,CWC15,CWC15 spliceosome associated protein homolog,11,94968117
55693,KDM4D,lysine demethylase 4D,11,94986596
10929,SRSF8,serine and arginine rich splicing factor 8,11,95069050
23052,ENDOD1,endonuclease domain containing 1,11,95111230
143686,SESN3,sestrin 3,11,95198662
143684,FAM76B,family with sequence similarity 76 member B,11,95779366
9702,CEP57,centrosomal protein 57,11,95811577
8898,MTMR2,myotubularin related protein 2,11,95878543
84441,MAML2,mastermind like transcriptional coactivator 2,11,96159886
79780,CCDC82,coiled-coil domain containing 82,11,96378601
8690,JRKL,JRK-like,11,96391778
53942,CNTN5,contactin 5,11,99770928
143872,ARHGAP42,Rho GTPase activating protein 42,11,100839300
83935,TMEM133,transmembrane protein 133,11,100993007
5241,PGR,progesterone receptor,11,101079579
7225,TRPC6,transient receptor potential cation channel subfamily C member 6,11,101517746
57562,CEP126,centrosomal protein 126,11,101958040
85016,C11orf70,chromosome 11 open reading frame 70,11,102063886
10413,YAP1,Yes associated protein 1,11,102172436
330,BIRC3,baculoviral IAP repeat containing 3,11,102328426
329,BIRC2,baculoviral IAP repeat containing 2,11,102362974
114908,TMEM123,transmembrane protein 123,11,102424684
101928424,LOC101928424,uncharacterized LOC101928424,11,102457478
4316,MMP7,matrix metallopeptidase 7,11,102525630
9313,MMP20,matrix metallopeptidase 20,11,102601083
64066,MMP27,matrix metallopeptidase 27,11,102698710
4317,MMP8,matrix metallopeptidase 8,11,102718374
4319,MMP10,matrix metallopeptidase 10,11,102775565
4312,MMP1,matrix metallopeptidase 1,11,102794072
4314,MMP3,matrix metallopeptidase 3,11,102839743
4321,MMP12,matrix metallopeptidase 12,11,102868881
4322,MMP13,matrix metallopeptidase 13,11,102949363
84259,DCUN1D5,defective in cullin neddylation 1 domain containing 5,11,103071449
79659,DYNC2H1,dynein cytoplasmic 2 heavy chain 1,11,103294647
80310,PDGFD,platelet derived growth factor D,11,104035742
414301,DDI1,DNA damage inducible 1 homolog 1,11,104037887
100506742,CASP12,caspase 12 (gene/pseudogene),11,104892194
643733,LOC643733,"caspase 4, apoptosis-related cysteine peptidase pseudogene",11,104909862
837,CASP4,caspase 4,11,104952756
838,CASP5,caspase 5,11,105008704
834,CASP1,caspase 1,11,105030333
114769,CARD16,caspase recruitment domain family member 16,11,105043325
59082,CARD18,caspase recruitment domain family member 18,11,105138727
2893,GRIA4,glutamate ionotropic receptor AMPA type subunit 4,11,105779088
84437,MSANTD4,Myb/SANT DNA binding domain containing 4 with coiled-coils,11,106015104
143879,KBTBD3,kelch repeat and BTB domain containing 3,11,106064418
60496,AASDHPPT,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,11,106088128
101928535,LOC101928535,uncharacterized LOC101928535,11,106257389
2977,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2,11,106846228
143884,CWF19L2,"CWF19-like 2, cell cycle control (S. pombe)",11,107392096
91801,ALKBH8,"alkB homolog 8, tRNA methyltransferase",11,107534231
6588,SLN,sarcolipin,11,107709718
54733,SLC35F2,solute carrier family 35 member F2,11,107825089
54734,RAB39A,"RAB39A, member RAS oncogene family",11,107945978
8065,CUL5,cullin 5,11,108058221
38,ACAT1,acetyl-CoA acetyltransferase 1,11,108134847
4863,NPAT,"nuclear protein, coactivator of histone transcription",11,108189970
472,ATM,ATM serine/threonine kinase,11,108295965
160140,C11orf65,chromosome 11 open reading frame 65,11,108406645
143888,KDELC2,KDEL motif containing 2,11,108485269
23086,EXPH5,exophilin 5,11,108537440
1662,DDX10,DEAD-box helicase 10,11,108802977
399947,C11orf87,chromosome 11 open reading frame 87,11,109425643
85463,ZC3H12C,zinc finger CCCH-type containing 12C,11,110132601
5962,RDX,radixin,11,110248336
2230,FDX1,ferredoxin 1,11,110447410
57569,ARHGAP20,Rho GTPase activating protein 20,11,110644845
341032,C11orf53,chromosome 11 open reading frame 53,11,111271193
399948,COLCA1,colorectal cancer associated 1,11,111297141
120376,COLCA2,colorectal cancer associated 2,11,111303807
5450,POU2AF1,POU class 2 associating factor 1,11,111365844
100132078,LOC100132078,uncharacterized LOC100132078,11,111416214
54766,BTG4,BTG anti-proliferation factor 4,11,111489942
399949,C11orf88,chromosome 11 open reading frame 88,11,111525908
143903,LAYN,layilin,11,111551069
23235,SIK2,salt inducible kinase 2,11,111664654
5519,PPP2R1B,protein phosphatase 2 scaffold subunit Abeta,11,111749419
79796,ALG9,"ALG9, alpha-1,2-mannosyltransferase",11,111826813
91893,FDXACB1,ferredoxin-fold anticodon binding domain containing 1,11,111876756
64776,C11orf1,chromosome 11 open reading frame 1,11,111881648
1410,CRYAB,crystallin alpha B,11,111910308
3316,HSPB2,heat shock protein family B (small) member 2,11,111913414
85458,DIXDC1,DIX domain containing 1,11,111977158
1737,DLAT,dihydrolipoamide S-acetyltransferase,11,112044546
120379,PIH1D2,PIH1 domain containing 2,11,112070037
55216,C11orf57,chromosome 11 open reading frame 57,11,112079697
26521,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B,11,112085804
6392,SDHD,succinate dehydrogenase complex subunit D,11,112091312
3606,IL18,interleukin 18,11,112153684
56158,TEX12,testis expressed 12,11,112169964
83875,BCO2,beta-carotene oxygenase 2,11,112197425
5805,PTS,6-pyruvoyltetrahydropterin synthase,11,112230168
100132686,LOC100132686,uncharacterized LOC100132686,11,112260830
283140,LOC283140,uncharacterized LOC283140,11,112316641
101928823,LOC101928823,uncharacterized LOC101928823,11,112499082
101928847,LOC101928847,uncharacterized LOC101928847,11,112961370
4684,NCAM1,neural cell adhesion molecule 1,11,113116531
54970,TTC12,tetratricopeptide repeat domain 12,11,113340460
1813,DRD2,dopamine receptor D2,11,113442437
80975,TMPRSS5,"transmembrane protease, serine 5",11,113696959
9183,ZW10,zw10 kinetochore protein,11,113753473
57646,USP28,ubiquitin specific peptidase 28,11,113836722
9177,HTR3B,5-hydroxytryptamine receptor 3B,11,113925678
3359,HTR3A,5-hydroxytryptamine receptor 3A,11,113983299
7704,ZBTB16,zinc finger and BTB domain containing 16,11,114155406
4837,NNMT,nicotinamide N-methyltransferase,11,114304164
101928940,LOC101928940,uncharacterized LOC101928940,11,114370337
54494,C11orf71,chromosome 11 open reading frame 71,11,114397770
10179,RBM7,RNA binding motif protein 7,11,114405569
25996,REXO2,RNA exonuclease 2,11,114444832
120400,NXPE1,neurexophilin and PC-esterase domain family member 1,11,114540805
54827,NXPE4,neurexophilin and PC-esterase domain family member 4,11,114583176
23705,CADM1,cell adhesion molecule 1,11,115339074
101928985,LOC101928985,uncharacterized LOC101928985,11,115733353
283143,LINC00900,long intergenic non-protein coding RNA 900,11,115757766
84811,BUD13,BUD13 homolog,11,116760584
8882,ZPR1,ZPR1 zinc finger,11,116783113
116519,APOA5,apolipoprotein A5,11,116790895
337,APOA4,apolipoprotein A4,11,116821998
345,APOC3,apolipoprotein C3,11,116831489
335,APOA1,apolipoprotein A1,11,116836733
23387,SIK3,SIK family kinase 3,11,116970908
5049,PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2,11,117159955
51092,SIDT2,SID1 transmembrane family member 2,11,117188334
100652768,LOC100652768,uncharacterized LOC100652768,11,117198763
6876,TAGLN,transgelin,11,117202058
9159,PCSK7,proprotein convertase subtilisin/kexin type 7,11,117218798
257160,RNF214,ring finger protein 214,11,117259184
23621,BACE1,beta-secretase 1,11,117295824
22897,CEP164,centrosomal protein 164,11,117369041
57453,DSCAML1,DS cell adhesion molecule like 1,11,117612516
486,FXYD2,FXYD domain containing ion transport regulator 2,11,117823246
53826,FXYD6,FXYD domain containing ion transport regulator 6,11,117857117
84000,TMPRSS13,"transmembrane protease, serine 13",11,117916639
3587,IL10RA,interleukin 10 receptor subunit alpha,11,117993937
56649,TMPRSS4,"transmembrane protease, serine 4",11,118098426
6330,SCN4B,sodium voltage-gated channel beta subunit 4,11,118141284
6327,SCN2B,sodium voltage-gated channel beta subunit 2,11,118169713
120425,JAML,junction adhesion molecule like,11,118206476
196264,MPZL3,myelin protein zero like 3,11,118239529
10205,MPZL2,myelin protein zero like 2,11,118259849
916,CD3E,CD3e molecule,11,118310377
915,CD3D,CD3d molecule,11,118340909
917,CD3G,CD3g molecule,11,118349063
9354,UBE4A,ubiquitination factor E4A,11,118379396
10632,ATP5L,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G",11,118405618
4297,KMT2A,lysine methyltransferase 2A,11,118481657
143941,TTC36,tetratricopeptide repeat domain 36,11,118529260
84866,TMEM25,transmembrane protein 25,11,118536152
56912,IFT46,intraflagellar transport 46,11,118555302
372,ARCN1,archain 1,11,118587709
23187,PHLDB1,pleckstrin homology like domain family B member 1,11,118632541
11181,TREH,trehalase,11,118668952
1656,DDX6,DEAD-box helicase 6,11,118769434
643,CXCR5,C-X-C motif chemokine receptor 5,11,118892425
283149,BCL9L,B-cell CLL/lymphoma 9-like,11,118903522
7379,UPK2,uroplakin 2,11,118957428
283150,FOXR1,forkhead box R1,11,118976496
338657,CCDC84,coiled-coil domain containing 84,11,119006962
6230,RPS25,ribosomal protein S25,11,119017030
2542,SLC37A4,solute carrier family 37 member 4,11,119027294
10525,HYOU1,hypoxia up-regulated 1,11,119050715
55823,VPS11,"VPS11, CORVET/HOPS core subunit",11,119074865
3145,HMBS,hydroxymethylbilane synthase,11,119089990
3014,H2AFX,H2A histone family member X,11,119094671
1798,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1,11,119099289
9854,C2CD2L,C2CD2 like,11,119112237
25988,HINFP,histone H4 transcription factor,11,119128289
64137,ABCG4,ATP binding cassette subfamily G member 4,11,119155989
79671,NLRX1,NLR family member X1,11,119176269
79849,PDZD3,PDZ domain containing 3,11,119187840
283152,CCDC153,coiled-coil domain containing 153,11,119193064
867,CBL,Cbl proto-oncogene,11,119257212
4162,MCAM,melanoma cell adhesion molecule,11,119312827
79102,RNF26,ring finger protein 26,11,119335907
9099,USP2,ubiquitin specific peptidase 2,11,119364084
7070,THY1,Thy-1 cell surface antigen,11,119420916
100499227,USP2-AS1,USP2 antisense RNA 1 (head to head),11,119440505
5818,NECTIN1,nectin cell adhesion molecule 1,11,119693275
23650,TRIM29,tripartite motif containing 29,11,120122407
220323,OAF,out at first homolog,11,120220490
25833,POU2F3,POU class 2 homeobox 3,11,120279180
219902,TMEM136,transmembrane protein 136,11,120329404
23365,ARHGEF12,Rho guanine nucleotide exchange factor 12,11,120425518
2900,GRIK4,glutamate ionotropic receptor kainate type subunit 4,11,120763534
219899,TBCEL,tubulin folding cofactor E like,11,121056872
7007,TECTA,tectorin alpha,11,121146736
6309,SC5D,sterol-C5-desaturase,11,121303091
6653,SORL1,sortilin related receptor 1,11,121542982
414899,BLID,"BH3-like motif containing, cell death inducer",11,122115784
399959,MIR100HG,mir-100-let-7a-2 cluster host gene,11,122142112
84959,UBASH3B,ubiquitin associated and SH3 domain containing B,11,122735084
56253,CRTAM,cytotoxic and regulatory T-cell molecule,11,122861521
79864,C11orf63,chromosome 11 open reading frame 63,11,122907666
79827,CLMP,CXADR like membrane protein,11,123133655
57476,GRAMD1B,GRAM domain containing 1B,11,123579848
55800,SCN3B,sodium voltage-gated channel beta subunit 3,11,123641897
7753,ZNF202,zinc finger protein 202,11,123730130
338661,TMEM225,transmembrane protein 225,11,123884284
4013,VWA5A,von Willebrand factor A domain containing 5A,11,124125638
26492,OR8G2,olfactory receptor family 8 subfamily G member 2,11,124225151
26494,OR8G1,olfactory receptor family 8 subfamily G member 1 (gene/pseudogene),11,124250125
283159,OR8D1,olfactory receptor family 8 subfamily D member 1,11,124310303
283160,OR8D2,olfactory receptor family 8 subfamily D member 2 (gene/pseudogene),11,124319729
26595,OR8B2,olfactory receptor family 8 subfamily B member 2,11,124382872
26493,OR8B8,olfactory receptor family 8 subfamily B member 8,11,124440617
116337,PANX3,pannexin 3,11,124615956
84897,TBRG1,transforming growth factor beta regulator 1,11,124629386
54414,SIAE,sialic acid acetylesterase,11,124655440
53340,SPA17,sperm autoantigenic protein 17,11,124684317
4900,NRGN,neurogranin,11,124743569
23584,VSIG2,V-set and immunoglobulin domain containing 2,11,124750030
90952,ESAM,endothelial cell adhesion molecule,11,124757725
101929340,LOC101929340,uncharacterized LOC101929340,11,124763351
79684,MSANTD2,Myb/SANT DNA binding domain containing 2,11,124777410
100507283,LOC100507283,uncharacterized LOC100507283,11,124817457
64221,ROBO3,roundabout guidance receptor 3,11,124873441
54538,ROBO4,roundabout guidance receptor 4,11,124891076
80071,CCDC15,coiled-coil domain containing 15,11,124997806
219855,SLC37A2,solute carrier family 37 member 2,11,125076816
219854,TMEM218,transmembrane protein 218,11,125103053
63876,PKNOX2,PBX/knotted 1 homeobox 2,11,125299026
9638,FEZ1,fasciculation and elongation protein zeta 1,11,125481641
403312,LOC403312,putative uncharacterized protein MGC39545,11,125497370
9538,EI24,"EI24, autophagy associated transmembrane protein",11,125577038
3703,STT3A,"STT3A, catalytic subunit of the oligosaccharyltransferase complex",11,125607777
1111,CHEK1,checkpoint kinase 1,11,125644634
56,ACRV1,acrosomal vesicle protein 1,11,125676616
160065,PATE1,prostate and testis expressed 1,11,125748070
399967,PATE2,prostate and testis expressed 2,11,125777475
219844,HYLS1,"HYLS1, centriolar and ciliogenesis associated",11,125892991
83480,PUS3,pseudouridylate synthase 3,11,125898353
29118,DDX25,DEAD-box helicase 25,11,125913564
50937,CDON,"cell adhesion associated, oncogene regulated",11,126010055
84881,RPUSD4,RNA pseudouridylate synthase domain containing 4,11,126206893
79607,FAM118B,family with sequence similarity 118 member B,11,126237354
6734,SRPRA,SRP receptor alpha subunit,11,126265950
55572,FOXRED1,FAD dependent oxidoreductase domain containing 1,11,126273612
114609,TIRAP,TIR domain containing adaptor protein,11,126288570
28960,DCPS,"decapping enzyme, scavenger",11,126324752
399972,ST3GAL4-AS1,ST3GAL4 antisense RNA 1 (head to head),11,126348651
6484,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",11,126397462
84623,KIRREL3,kin of IRRE like 3 (Drosophila),11,126714045
100874251,KIRREL3-AS2,KIRREL3 antisense RNA 2,11,126942918
283165,KIRREL3-AS3,KIRREL3 antisense RNA 3,11,127004484
101929473,LOC101929473,uncharacterized LOC101929473,11,127084154
101929497,LOC101929497,uncharacterized LOC101929497,11,127304051
2113,ETS1,"ETS proto-oncogene 1, transcription factor",11,128501425
101929517,LOC101929517,uncharacterized LOC101929517,11,128528262
101929538,LOC101929538,uncharacterized LOC101929538,11,128684081
100507392,SENCR,smooth muscle and endothelial cell enriched migration/differentiation-associated long non-coding RNA,11,128693847
2313,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",11,128751746
3758,KCNJ1,potassium voltage-gated channel subfamily J member 1,11,128846483
219833,C11orf45,chromosome 11 open reading frame 45,11,128902782
3762,KCNJ5,potassium voltage-gated channel subfamily J member 5,11,128904737
63970,TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1,11,128938351
9743,ARHGAP32,Rho GTPase activating protein 32,11,129036627
8538,BARX2,BARX homeobox 2,11,129414132
101929557,LINC01395,long intergenic non-protein coding RNA 1395,11,129614695
120224,TMEM45B,transmembrane protein 45B,11,129837646
4798,NFRKB,nuclear factor related to kappaB binding protein,11,129879038
56980,PRDM10,PR/SET domain 10,11,129937467
440072,LINC00167,long intergenic non-protein coding RNA 167,11,130004055
334,APLP2,amyloid beta precursor like protein 2,11,130107502
6768,ST14,suppression of tumorigenicity 14,11,130185074
29068,ZBTB44,zinc finger and BTB domain containing 44,11,130270695
11095,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8,11,130416958
170689,ADAMTS15,ADAM metallopeptidase with thrombospondin type 1 motif 15,11,130462809
283171,C11orf44,chromosome 11 open reading frame 44,11,130695154
100507431,LOC100507431,uncharacterized LOC100507431,11,130853151
399979,SNX19,sorting nexin 19,11,130896179
50863,NTM,neurotrimin,11,132030137
4978,OPCML,opioid binding protein/cell adhesion molecule like,11,132777335
646522,LOC646522,uncharacterized LOC646522,11,133797023
219938,SPATA19,spermatogenesis associated 19,11,133843080
22997,IGSF9B,immunoglobulin superfamily member 9B,11,133932689
100128239,LOC100128239,uncharacterized LOC100128239,11,134036806
83700,JAM3,junctional adhesion molecule 3,11,134110341
23310,NCAPD3,non-SMC condensin II complex subunit D3,11,134188487
112936,VPS26B,"VPS26, retromer complex component B",11,134236198
29087,THYN1,thymocyte nuclear protein 1,11,134250822
27034,ACAD8,acyl-CoA dehydrogenase family member 8,11,134259696
112937,GLB1L3,galactosidase beta 1 like 3,11,134297972
89944,GLB1L2,galactosidase beta 1 like 2,11,134354099
27087,B3GAT1,"beta-1,3-glucuronyltransferase 1",11,134395211
283177,LOC283177,uncharacterized LOC283177,11,134471071
440073,IQSEC3,IQ motif and Sec7 domain 3,12,123511
574538,LOC574538,uncharacterized LOC574538,12,143288
6539,SLC6A12,solute carrier family 6 member 12,12,201930
101929384,LOC101929384,uncharacterized LOC101929384,12,204369
6540,SLC6A13,solute carrier family 6 member 13,12,251339
5927,KDM5A,lysine demethylase 5A,12,334756
84318,CCDC77,coiled-coil domain containing 77,12,419051
283358,B4GALNT3,"beta-1,4-N-acetyl-galactosaminyltransferase 3",12,511134
4815,NINJ2,ninjurin 2,12,601787
100049716,LOC100049716,uncharacterized LOC100049716,12,638384
65125,WNK1,WNK lysine deficient protein kinase 1,12,832187
5893,RAD52,"RAD52 homolog, DNA repair protein",12,935961
23085,ERC1,ELKS/RAB6-interacting/CAST family member 1,12,1252705
100292680,LINC00942,long intergenic non-protein coding RNA 942,12,1502457
144699,FBXL14,F-box and leucine rich repeat protein 14,12,1580079
81029,WNT5B,Wnt family member 5B,12,1635181
79602,ADIPOR2,adiponectin receptor 2,12,1739880
654429,LRTM2,leucine rich repeats and transmembrane domains 2,12,1828509
93589,CACNA2D4,calcium voltage-gated channel auxiliary subunit alpha2delta 4,12,1855330
196513,DCP1B,decapping mRNA 1B,12,1982116
775,CACNA1C,calcium voltage-gated channel subunit alpha1 C,12,2375608
2288,FKBP4,FK506 binding protein 4,12,2800181
55846,ITFG2,integrin alpha FG-GAP repeat containing 2,12,2820229
83714,NRIP2,nuclear receptor interacting protein 2,12,2830201
2305,FOXM1,forkhead box M1,12,2867418
83695,RHNO1,RAD9-HUS1-RAD1 interacting nuclear orphan 1,12,2883126
7289,TULP3,tubby like protein 3,12,2916003
7004,TEAD4,TEA domain transcription factor 4,12,3000061
10867,TSPAN9,tetraspanin 9,12,3181959
56341,PRMT8,protein arginine methyltransferase 8,12,3515122
84766,CRACR2A,calcium release activated channel regulator 2A,12,3692417
57097,PARP11,poly(ADP-ribose) polymerase family member 11,12,3841154
894,CCND2,cyclin D2,12,4289546
57103,TIGAR,TP53 induced glycolysis regulatory phosphatase,12,4340608
8074,FGF23,fibroblast growth factor 23,12,4373977
2251,FGF6,fibroblast growth factor 6,12,4439878
57102,C12orf4,chromosome 12 open reading frame 4,12,4513119
10635,RAD51AP1,RAD51 associated protein 1,12,4549415
8798,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4,12,4601659
10566,AKAP3,A-kinase anchoring protein 3,12,4632277
4704,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,12,4668326
101929549,LOC101929549,uncharacterized LOC101929549,12,4710259
26290,GALNT8,polypeptide N-acetylgalactosaminyltransferase 8,12,4746656
3742,KCNA6,potassium voltage-gated channel subfamily A member 6,12,4830144
3736,KCNA1,potassium voltage-gated channel subfamily A member 1,12,4914081
3741,KCNA5,potassium voltage-gated channel subfamily A member 5,12,5045353
101929584,LOC101929584,uncharacterized LOC101929584,12,5239586
4908,NTF3,neurotrophin 3,12,5479211
57101,ANO2,anoctamin 2,12,5754198
7450,VWF,von Willebrand factor,12,6036774
928,CD9,CD9 molecule,12,6219141
55200,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6,12,6319923
7132,TNFRSF1A,TNF receptor superfamily member 1A,12,6335437
6337,SCNN1A,sodium channel epithelial 1 alpha subunit,12,6361474
4055,LTBR,lymphotoxin beta receptor,12,6385635
939,CD27,CD27 molecule,12,6448301
55080,TAPBPL,TAP binding protein like,12,6457166
6843,VAMP1,vesicle associated membrane protein 1,12,6466568
51258,MRPL51,mitochondrial ribosomal protein L51,12,6492727
9918,NCAPD2,non-SMC condensin I complex subunit D2,12,6513049
2597,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,12,6536568
25900,IFFO1,intermediate filament family orphan 1,12,6547805
4839,NOP2,NOP2 nucleolar protein,12,6562601
1108,CHD4,chromodomain helicase DNA binding protein 4,12,6588512
57121,LPAR5,lysophosphatidic acid receptor 5,12,6626362
84519,ACRBP,acrosin binding protein,12,6642745
51147,ING4,inhibitor of growth family member 4,12,6656840
171017,ZNF384,zinc finger protein 384,12,6677975
196500,PIANP,PILR alpha associated neural protein,12,6697213
50813,COPS7A,COP9 signalosome subunit 7A,12,6728004
8079,MLF2,myeloid leukemia factor 2,12,6750592
5763,PTMS,parathymosin,12,6768634
3902,LAG3,lymphocyte activating 3,12,6775479
920,CD4,CD4 molecule,12,6805141
27239,GPR162,G protein-coupled receptor 162,12,6824607
10536,P3H3,prolyl 3-hydroxylase 3,12,6834113
2784,GNB3,G protein subunit beta 3,12,6844124
83461,CDCA3,cell division cycle associated 3,12,6849848
8078,USP5,ubiquitin specific peptidase 5,12,6859377
7167,TPI1,triosephosphate isomerase 1,12,6869316
84727,SPSB2,splA/ryanodine receptor domain and SOCS box containing 2,12,6872128
171220,DSTNP2,"destrin, actin depolymerizing factor pseudogene 2",12,6885234
10233,LRRC23,leucine rich repeat containing 23,12,6909487
2026,ENO2,enolase 2,12,6919073
1822,ATN1,atrophin 1,12,6934355
113246,C12orf57,chromosome 12 open reading frame 57,12,6944794
5777,PTPN6,"protein tyrosine phosphatase, non-receptor type 6",12,6955120
11331,PHB2,prohibitin 2,12,6968052
10436,EMG1,"EMG1, N1-specific pseudouridine methyltransferase",12,6978748
10162,LPCAT3,lysophosphatidylcholine acyltransferase 3,12,6997361
716,C1S,complement C1s,12,7065853
715,C1R,complement C1r,12,7086329
